summary,theme,countries,lemmatized_tokens
Premier league clubs spent a combined m on agents and intermediaries in the months to february. Most of this money is leaving football infantino said in an instagram post.,"Sports, Entertainment, and Leisure",[],"['fifa', 'president', 'gianni', 'infantino', 'criticised', 'premier', 'league', 'club', 'spending', 'agent', 'head', 'football', 'world', 'governing', 'body', 'said', 'money', 'going', 'club', 'trained', 'developed', 'player', 'signed', 'abroad', 'premier', 'league', 'club', 'spent', 'combined', 'agent', 'intermediary', 'month', 'february', 'said', 'football', 'association', 'report', 'last', 'week', 'money', 'leaving', 'football', 'infantino', 'said', 'instagram', 'post', 'contrasted', 'euro', 'received', 'european', 'club', 'premier', 'league', 'player', 'brought', 'compensation', 'solidarity', 'payment']"
Russian tennis player vitalia diatchenko was refused boarding to a flight operated by polish flag carrier lot. The incident drew an angry response from the athlete on social media. lot confirmed it had not allowed the player to board citing restrictions introduced by polands interior ministry.,"Sports, Entertainment, and Leisure","['Poland', 'Ukraine']","['russian', 'tennis', 'player', 'refused', 'boarding', 'flight', 'operated', 'polish', 'flag', 'carrier', 'lot', 'airline', 'confirmed', 'tuesday', 'incident', 'drew', 'angry', 'response', 'athlete', 'social', 'medium', 'tennis', 'player', 'vitalia', 'diatchenko', 'said', 'monday', 'refused', 'boarding', 'lot', 'flight', 'cairo', 'german', 'airline', 'lufthansa', 'also', 'refusing', 'sell', 'ticket', 'slept', 'airport', 'treated', 'like', 'third', 'class', 'citizen', 'nationality', 'spent', 'thousand', 'euro', 'diatchenko', 'wrote', 'year', 'old', 'said', 'attempting', 'travel', 'tournament', 'corsica', 'via', 'warsaw', 'nice', 'emailed', 'statement', 'lot', 'confirmed', 'allowed', 'player', 'board', 'citing', 'restriction', 'introduced', 'poland', 'interior', 'ministry', 'covid', 'pandemic', 'updated', 'following', 'russia', 'invasion', 'ukraine']"
Neymar hobbled into aspetar hospital in doha on crutches early on friday and the operation was finished within hours neymar jr was successfully operated on late this morning paris saintgermain said in a statement the player will now follow a protocol of rest and treatment.,"Sports, Entertainment, and Leisure","['Brazil', 'Qatar']","['doha', 'surgeon', 'qatari', 'hospital', 'friday', 'successfully', 'operated', 'right', 'ankle', 'brazil', 'star', 'neymar', 'following', 'injury', 'rule', 'rest', 'season', 'club', 'said', 'yearold', 'paris', 'saintgermain', 'player', 'hobbled', 'aspetar', 'hospital', 'doha', 'crutch', 'early', 'friday', 'operation', 'finished', 'within', 'hour', 'neymar', 'jr', 'successfully', 'operated', 'late', 'morning', 'paris', 'saintgermain', 'said', 'statement', 'player', 'follow', 'protocol', 'rest', 'treatment', 'neither', 'club', 'aspetar', 'would', 'say', 'whether', 'neymar', 'left', 'hospital', 'operation', 'led', 'british', 'surgeon', 'james', 'calder', 'treated', 'several', 'european', 'football', 'star']"
Maradona was admitted to hospital for the operation to address the clot. The clot often caused by a head injury and which can put pressure on the brain.,"Sports, Entertainment, and Leisure",[],"['maradona', 'admitted', 'hospital', 'operation', 'address', 'clot', 'often', 'caused', 'head', 'injury', 'put', 'pressure', 'brain', 'able', 'evacuate', 'haematoma', 'successfully', 'diego', 'tolerated', 'surgery', 'well', 'leopoldo', 'luque', 'maradonas', 'neurosurgeon', 'personal', 'physician', 'earlier', 'told', 'reporter', 'outside', 'clinic', 'dozen', 'fan', 'gathered', 'step', 'observation', 'controlled', 'depend', 'highly', 'complex', 'still', 'brain', 'surgery', 'added', 'saying', 'procedure', 'taken', 'around', 'minute', 'intervention', 'potentially', 'risky', 'due', 'exfootballers', 'delicate', 'general', 'health', 'though', 'luque', 'said', 'procedure', 'routine', 'surgery', 'maradona', 'lucid', 'understood', 'agreed', 'procedure']"
 apple was hit with a billion euros s billion penalty from the european union after an investigation into allegations that it shut out musicstreaming rivals including spotify technology on its platforms.,Technology and Digital Trends,[],"['apple', 'hit', 'march', 'billion', 'euro', 'billion', 'penalty', 'european', 'union', 'investigation', 'allegation', 'shut', 'musicstreaming', 'rival', 'including', 'spotify', 'technology', 'platform', 'european', 'commission', 'also', 'ordered', 'cupertino', 'californiabased', 'firm', 'stop', 'preventing', 'music', 'streaming', 'apps', 'informing', 'user', 'cheaper', 'deal', 'away', 'apple', 'app', 'store', 'decade', 'apple', 'abused', 'dominant', 'position', 'market', 'distribution', 'music', 'streaming', 'apps', 'app', 'store', 'eu', 'antitrust', 'chief', 'margrethe', 'vestager', 'said', 'restricting', 'developer', 'informing', 'consumer', 'alternative', 'cheaper', 'music', 'service', 'available', 'outside', 'apple', 'ecosystem']"
 russia has been at loggerheads with foreign technology companies over content censorship data and local representation. The dispute intensified after russia invaded ukraine in february.,Technology and Digital Trends,['Ukraine'],"['russian', 'court', 'fined', 'alphabet', 'google', 'googlo', 'wednesday', 'billion', 'rouble', 'million', 'failing', 'delete', 'socalled', 'fake', 'information', 'conflict', 'ukraine', 'topic', 'tass', 'news', 'agency', 'reported', 'russia', 'loggerhead', 'foreign', 'technology', 'company', 'content', 'censorship', 'data', 'local', 'representation', 'simmering', 'dispute', 'intensified', 'russia', 'invaded', 'ukraine', 'february', 'ria', 'news', 'agency', 'said', 'fine', 'also', 'imposed', 'due', 'google', 'failing', 'remove', 'extremist', 'content', 'distribution', 'russia', 'call', 'lgbt', 'propaganda', 'google', 'immediately', 'respond', 'request', 'comment']"
China produced a sophisticated chip for huaweis mate pro phone. The commerce department sent dozens of letters to us suppliers to semiconductor manufacturing.,Technology and Digital Trends ,['China'],"['biden', 'administration', 'turning', 'heat', 'china', 'top', 'sanctioned', 'chipmaker', 'cutting', 'advanced', 'factory', 'american', 'import', 'produced', 'sophisticated', 'chip', 'huaweis', 'mate', 'pro', 'phone', 'three', 'people', 'familiar', 'matter', 'said', 'late', 'last', 'year', 'commerce', 'department', 'sent', 'dozen', 'letter', 'u', 'supplier', 'semiconductor', 'manufacturing', 'international', 'corp', 'smic', 'suspending', 'permission', 'sell', 'advanced', 'plant', 'said', 'two', 'people', 'familiar', 'matter', 'requested', 'anonymity', 'authorized', 'speak', 'publicly', 'matter', 'many', 'company', 'already', 'stopped', 'selling', 'smic', 'south', 'unit', 'known', 'letter', 'halted', 'million', 'dollar', 'worth', 'shipment', 'chipmaking', 'material', 'part', 'least', 'one', 'supplier', 'entegris', 'one', 'people', 'said']"
Russian payment card system nspk operates mir cards. Starting april adding and using mir cards in samsung pay will not be available.,Technology and Digital Trends,['Belarus'],"['february', 'u', 'authority', 'imposed', 'additional', 'sweeping', 'sanction', 'russia', 'including', 'national', 'payment', 'card', 'system', 'nspk', 'operates', 'mir', 'card', 'starting', 'april', 'adding', 'using', 'mir', 'card', 'samsung', 'pay', 'available', 'samsung', 'pay', 'said', 'statement', 'website', 'time', 'functionality', 'adding', 'using', 'club', 'cardsloyalty', 'card', 'samsung', 'pay', 'app', 'work', 'unchanged', 'samsung', 'pay', 'said', 'service', 'would', 'continue', 'operate', 'belarus', 'also', 'come', 'heavy', 'western', 'sanction', 'nspk', 'confirmed', 'use', 'mir', 'card', 'samsung', 'pay', 'application', 'would', 'suspended', 'april']"
 microsoft said in a statement that it had deactivated microsoftgenerated polls for all news articles and that it was investigating the cause.,Technology and Digital Trends,['China'],"['microsoft', 'said', 'statement', 'deactivated', 'microsoftgenerated', 'poll', 'news', 'article', 'investigating', 'cause', 'inappropriate', 'content', 'poll', 'appeared', 'alongside', 'article', 'nature', 'taking', 'step', 'help', 'prevent', 'kind', 'error', 'reoccurring', 'future', 'statement', 'said', 'guardian', 'statement', 'also', 'criticized', 'microsoft', 'leaving', 'poll', 'four', 'day', 'removed', 'monday', 'guardian', 'contacted', 'microsoft', 'guardian', 'spokesman', 'said', 'british', 'government', 'week', 'hosted', 'summit', 'discus', 'longterm', 'safety', 'artificial', 'intelligence', 'resulted', 'government', 'including', 'china', 'united', 'state', 'agreeing', 'cooperate', 'ai', 'risk', 'management']"
 lina khan the chair of the federal trade commission faced more than three hours of criticism and ridicule from republicans in a house hearing.,technology and digital trends| corporate and business topics,[],"['lina', 'khan', 'chair', 'federal', 'trade', 'commission', 'faced', 'three', 'hour', 'criticism', 'ridicule', 'republican', 'house', 'hearing', 'thursday', 'emboldened', 'critic', 'increasingly', 'put', 'pressure', 'agency', 'crackdown', 'growing', 'power', 'tech', 'giant', 'highly', 'partisan', 'hearing', 'republican', 'accused', 'm', 'khan', 'carried', 'aggressive', 'agenda', 'lawsuit', 'investigation', 'tech', 'company', 'harassing', 'business', 'lawmaker', 'repeatedly', 'cut', 'm', 'khan', 'midsentence', 'also', 'ridiculed', 'ftc', 'recent', 'loss', 'antitrust', 'case', 'wasting', 'government', 'resource', 'merger', 'trial', 'representative', 'kevin', 'kiley', 'republican', 'california', 'said', 'house', 'judiciary', 'committee', 'hearing', 'losing', 'much']"
 n Nvidia identified huawei as a top competitor in several categories including artificial intelligence chips for the first time in a filing with the securities and exchange commission late on wednesday feb. n Nvidia declined to comment on thursday.,technology and digital trends| corporate and business topics,['China'],"['nvidia', 'identified', 'huawei', 'top', 'competitor', 'several', 'category', 'including', 'artificial', 'intelligence', 'chip', 'first', 'time', 'filing', 'security', 'exchange', 'commission', 'late', 'wednesday', 'feb', 'santa', 'clara', 'californiabased', 'company', 'said', 'china', 'huawei', 'competes', 'supplying', 'chip', 'designed', 'artificial', 'intelligence', 'graphic', 'processing', 'unit', 'gpus', 'central', 'processing', 'unit', 'cpu', 'networking', 'chip', 'company', 'also', 'identified', 'huawei', 'cloud', 'service', 'company', 'designing', 'hardware', 'software', 'improve', 'ai', 'computing', 'nvidia', 'declined', 'comment', 'thursday', 'huawei', 'developed', 'ascend', 'series', 'chip', 'rival', 'nvidias', 'line', 'ai', 'chip', 'chinese', 'company', 'main', 'product', 'b', 'chip', 'main', 'rival', 'nvidias', 'chip', 'launched', 'roughly', 'three', 'year', 'ago']"
 realtek semiconductor corp sued rival taiwanese chipmaker mediatek inc in northern california federal court on t Tuesday. Claimed mediateK paid a company that sues over patents a secret litigation bounty to file meritless lawsuits in the united states to disrupt its business.,technology and digital trends| corporate and business topics,[],"['realtek', 'semiconductor', 'corp', 'sued', 'rival', 'taiwanese', 'chipmaker', 'mediatek', 'inc', 'northern', 'california', 'federal', 'court', 'tuesday', 'claiming', 'mediatek', 'paid', 'company', 'sue', 'patent', 'secret', 'litigation', 'bounty', 'file', 'meritless', 'lawsuit', 'united', 'state', 'disrupt', 'business', 'lawsuit', 'accuses', 'mediatek', 'conspiring', 'ipvalue', 'management', 'inc', 'effort', 'drive', 'realtek', 'market', 'monopolize', 'industry', 'chip', 'used', 'smart', 'television', 'settop', 'box', 'mediatek', 'owns', 'nearly', 'per', 'cent', 'global', 'market', 'share', 'television', 'chip', 'lawsuit', 'said', 'realtek', 'said', 'statement', 'filed', 'lawsuit', 'protect', 'free', 'fair', 'competition', 'industry', 'prevent', 'harm', 'public']"
